"Motif","Offre","Opération","Type OT","Région","Unité Traitante","Date Etat OT"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","01/09/25 08:54"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","21/08/25 13:51"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/08/25 07:42"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","26/08/25 10:56"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/08/25 10:08"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","24/09/25 15:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","25/08/25 09:26"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/08/25 10:31"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/08/25 10:14"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","26/08/25 09:42"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","26/08/25 09:41"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/08/25 11:22"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/08/25 11:20"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/08/25 11:20"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","18/09/25 16:14"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","19/09/25 14:52"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","01/09/25 08:50"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","01/09/25 08:50"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","29/08/25 09:51"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","18/09/25 16:16"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","16/10/25 10:13"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","25/09/25 11:16"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","01/09/25 12:12"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","02/09/25 09:19"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","03/09/25 08:22"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/09/25 09:17"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","23/09/25 10:30"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","17/09/25 08:57"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","15/09/25 07:56"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","23/09/25 11:57"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","09/09/25 14:07"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/09/25 13:43"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","12/09/25 15:05"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/09/25 14:10"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","09/09/25 14:06"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","11/09/25 12:20"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/09/25 09:35"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","11/09/25 12:16"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","16/10/25 10:13"
"Saturation","VDSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS SOUSSE","17/09/25 08:52"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","11/09/25 16:52"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","17/09/25 14:54"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/09/25 16:28"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","03/10/25 08:32"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","24/09/25 11:35"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","15/09/25 08:53"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","19/09/25 16:40"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","24/09/25 11:34"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","29/09/25 08:13"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","02/10/25 13:51"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/10/25 13:31"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/09/25 08:43"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","19/09/25 13:46"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","21/09/25 13:06"
"Saturation","Waffi VDSL 2020","Transfert","Raccordement","SOUSSE","ULS SAHLOUL","23/09/25 11:32"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","26/09/25 13:25"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","22/09/25 09:16"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","02/10/25 13:44"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","23/09/25 13:27"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","25/09/25 08:37"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","25/09/25 08:30"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","27/10/25 08:14"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","25/09/25 12:55"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/09/25 14:47"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","27/10/25 08:13"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","08/10/25 16:33"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","17/10/25 08:53"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","17/10/25 09:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","07/10/25 13:08"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","27/10/25 08:12"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","20/10/25 13:55"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","27/10/25 08:54"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","27/10/25 08:49"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/10/25 13:33"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","11/10/25 11:46"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","13/10/25 08:59"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/10/25 13:33"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","14/10/25 10:56"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","16/10/25 09:22"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","20/10/25 15:26"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","20/10/25 08:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","20/10/25 09:21"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","22/10/25 09:14"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","29/10/25 08:06"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","20/10/25 13:08"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/10/25 08:24"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","27/10/25 08:48"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","26/10/25 16:42"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","27/10/25 08:49"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","27/10/25 11:24"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","27/10/25 16:45"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","30/10/25 14:31"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/10/25 11:20"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","29/10/25 08:04"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","29/10/25 14:34"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","06/01/25 13:25"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","22/01/25 19:12"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","07/01/25 10:46"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","13/01/25 11:54"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/01/25 13:56"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","17/01/25 15:21"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/01/25 13:56"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","21/01/25 07:44"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/01/25 10:17"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/01/25 10:16"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","20/01/25 10:47"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","21/01/25 07:34"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","23/01/25 07:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","28/01/25 11:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","20/03/25 12:16"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/06/25 10:44"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","31/01/25 13:15"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","03/02/25 09:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","13/02/25 13:27"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","05/02/25 11:56"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","15/03/25 13:05"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","04/03/25 14:28"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","11/02/25 10:31"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/06/25 10:44"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/02/25 09:29"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/02/25 09:36"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/02/25 09:48"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","20/02/25 10:49"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","13/02/25 14:54"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","14/02/25 08:10"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/02/25 08:49"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","18/02/25 09:57"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","17/02/25 14:25"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","20/02/25 12:31"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","20/02/25 13:31"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","10/03/25 08:53"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","25/02/25 14:59"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","06/03/25 12:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","27/02/25 15:37"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","10/03/25 12:51"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/02/25 14:09"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","03/03/25 11:11"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","10/03/25 07:50"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","16/06/25 10:26"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","10/03/25 07:48"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","07/04/25 08:45"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","14/03/25 08:26"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","08/04/25 08:49"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/06/25 10:43"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/03/25 15:22"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","12/03/25 08:21"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/03/25 15:22"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","14/03/25 08:25"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 08:49"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/03/25 15:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","17/03/25 13:39"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","19/03/25 08:30"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 08:47"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","17/03/25 08:48"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","18/03/25 06:58"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 14:39"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","18/03/25 11:00"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","19/03/25 06:56"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","22/03/25 12:01"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/03/25 08:33"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","21/03/25 10:55"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/03/25 08:22"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","27/03/25 08:58"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 08:36"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","25/03/25 08:20"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","27/03/25 09:10"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","21/04/25 08:42"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","14/04/25 07:24"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","03/04/25 16:15"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","04/04/25 11:51"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","04/04/25 11:50"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","04/04/25 11:49"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","04/04/25 14:54"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/04/25 11:28"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/04/25 10:27"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","23/04/25 09:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/04/25 10:23"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","10/04/25 08:28"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","08/04/25 14:04"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","15/04/25 08:37"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","14/04/25 07:08"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","14/04/25 06:59"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","22/04/25 11:00"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","21/04/25 15:03"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/04/25 16:26"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","24/04/25 12:14"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","25/04/25 08:02"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","25/04/25 08:02"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","06/05/25 08:55"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","22/04/25 14:15"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","05/05/25 07:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 13:25"
"Saturation","ADSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS MSAKEN","19/06/25 15:15"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 14:04"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 14:04"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/04/25 10:02"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","28/04/25 08:35"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","21/08/25 18:34"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","25/04/25 17:18"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 14:04"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","24/04/25 13:24"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","24/04/25 14:11"
"Saturation","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/04/25 10:38"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/04/25 10:40"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","25/04/25 17:14"
"Saturation","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","30/04/25 13:44"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/04/25 07:36"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","29/04/25 10:52"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","08/05/25 09:36"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","06/05/25 09:55"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","06/05/25 10:02"
"Saturation","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","07/05/25 07:42"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","08/05/25 16:16"
"Saturation","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","13/05/25 13:08"
